arg,verb,sentence,verb_idx,label
sailor,kill,Officials in West Germany prepared for today 's start of a trial of a Shiite Moslem for the 1985 hijacking of a TWA jet in which a U.S. sailor was killed .,30,0
method,blame,"Blaming faulty lift-slab methods , OSHA has proposed $ 5 million in fines for contractors involved in the L'Ambiance Plaza apartment complex in Bridgeport , Conn . , which collapsed last year , killing 28 people .",0,0
attendant,kill,"A 19-year-old 737 owned by the airline was grounded after the top of its fuselage was torn off during an April 29 flight , killing a flight attendant .",28,0
attendant,kill,The mishap killed a flight attendant .,2,0
person,kill,One person was killed -- an engineer on one of the trains .,3,0
engineer,kill,The fire killed a building engineer trapped in an elevator and injured 40 custodial workers and firefighters .,2,0
lot,kill,"`` It does n't take a lot of sophistication to kill a lot of people in the middle of New York City , '' said one official .",11,0
accident,kill,"It was then that a 747 crash killed 520 people , the worst single-aircraft accident in aviation history .",7,0
campesinos,kill,"`` If {Shorty} puts down his arms , the campesinos themselves will kill him . ''",15,0
mile,knock,"In northern Botswana , where the poor quality of their ivory protects elephants from poachers , the elephant population is out of control and has eaten and knocked down many square miles of scrubby forest .",27,0
glass,knock,Another trader almost had his glasses knocked off in the jostling .,6,0
lopakhin,knock,"Where Chekhov has Lopakhin knocking over a small table , Mr. Dennehy goes crashing into a big , folding screen that 's standing in for a wall .",4,0
hat,knock,"The hug knocked off Spinks 's hat , a broad-brimmed , white number .",2,0
money,lend,Capital is no problem ; banks and insurance companies are eager to lend money to potential buyers .,12,0
organization,report,And only 20 % reported that their customers lent them engineers to supplement their own technical expertise .,4,0
bank,lend,"The rate on funds , or reserves that banks lend each other overnight , has been hovering between about 8 % and 8 1 4 % recently .",9,0
bank,lend,"The rate on Federal funds , or reserves banks lend one another overnight , could climb above 8 % by tomorrow from just under 7 3 4 % , he said .",9,0
dollar,lend,ERG Resources Inc. said Australia 's Giant Resources Ltd. agreed to lend the company 43 million Canadian dollars -LRB- US $ 35.5 million -RRB- and provide security for a C $ 60 million gold loan planned by ERG .,11,0
fund,lend,"The U.S. Export-Import Bank could assist the Polish transaction , but it 's legally forbidden to lend funds to Romania .",18,0
piece,lend,"About 165 , 000 pieces had been lent to government offices and embassies around the world , and many never came back , he said .",7,0
that,lend,But bankers that lend to farmers suddenly are worrying anew about their borrower 's financial health .,3,0
money,lend,So the same Congress that runs a budget deficit so that foreigners have to lend us money wants to make it more difficult for foreigners to lend us money .,14,0
money,lend,"Oh , for the day when we all drive Yugos to our stagnant jobs , secure in the knowledge that no one will lend us money .",23,0
credit,lend,"The constitutions of our states commonly forbid lending the credit of the state to private firms , although in recent years tax-abatement and industrial-development incentives have been common exceptions to the general rule .",7,0
bank,discourage,"Mexico wants to be able to borrow from international banks again , and retiring its bank debt at about 70 cents on the dollar may discourage many banks from lending it more money , bankers said .",25,0
money,lend,"They will change their attitude -- and will lend money to Brazil -- they have too much at stake not to , '' says Rimmer de Vries , chief international economist at Morgan Guaranty Trust Co .",8,0
money,lend,"In any case , Mr. Luce pointed out , banks could be more reluctant to lend Texaco money in light of this huge new claim .",15,0
regulator,expect,"Federal regulators are expected to issue a statement as early as this week intended to reassure nervous Wall Street firms who have lent more than $ 10 billion to the thrift unit of deeply troubled Financial Corp. of America , Wall Street executives said .",3,0
regulator,expect,Regulators are expected to issue soon a statement to reassure firms that have lent to the thrift unit of troubled Financial Corp. of America .,2,0
government,lend,"The proposal , a pet project of the Office of Management and Budget , would n't have any direct effect on the amount of money the government lends or on the budget deficit .",27,0
bank,lend,"Nikko 's Mr. Axilrod predicts the central bank will try to hold the interest rate on federal funds -- the closely watched rate on reserves that banks lend each other overnight -- at about 6 1 2 % , down from the 6 3 4 % rate in recent weeks .",27,0
investigation,seek,Standard Chartered sought the investigation last February following press speculation that the bank illegally lent money to buyers of its shares to ward off Lloyds 's # 1.27 billion -LRB- $ 2.25 billion -RRB- bid .,2,0
money,lend,"The final portion of that loan totals $ 1.2 billion , bankers said , adding that they are legally bound to lend the money .",21,0
home,lend,"We lend him a stately and beautiful home and permit him to live on its topmost floor , attended by servants .",1,0
which,lend,"Particularly interesting are the pictures from Soviet museums , which have not previously lent to Gauguin retrospectives , nor have these conservative and understaffed institutions slathered varnish all over Gauguin 's colors , unlike many first-world owners .",13,0
music,play,"More recently , Pablo Casals 's widow lent him her husband 's precious Goffriller cello for two years and the teen-ager played chamber music at Carnegie Hall with Isaac Stern , Yo-Yo Ma and other luminaries .",23,0
unit,design,"More troubling to voters in Sacramento , perhaps , is that Babcock & Wilcox also designed the Three Mile Island unit that almost melted down in 1979 .",15,0
scrap,melt,"Chaparral is a mini-mill only in the sense that it melts scrap in electric furnaces , a type of operation that has made steady headway in the U.S. as the huge facilities that employ coke and iron ore and the traditional blast furnaces have declined .",12,0
bar,melt,Mr. Phillips said the bars would `` melt for about half '' of their auction price .,8,0
ten,melt,Tens of thousands were melted down for scrap metal right after the war .,4,0
thrill,miss,"Virginia Belden , who sells vacuum cleaners and sewing machines at the Towne East store , however , frets that some shoppers might miss the thrill of getting a bargain .",23,0
segment,miss,"Thus , the conventional antibody test misses an unknown segment of AIDS-infected people .",6,0
shareholder,miss,"Among the possibilities considered by investigators: The suspect claimants might have posed as heirs , or even as missing shareholders in their own right , though they were n't on the original list provided by the company .",19,0
uptick,miss,"Monitrend Mutual Value , based in Nashville , Tenn . , went to a 100 % cash position in August and missed the recent stock market uptick .",21,0
facility,miss,Part of the drop was attributed to the lessening severity of Hurricane Gilbert and expectations it would miss major U.S. oil facilities .,17,0
production,miss,"While the Olympics are evoking thoughts of ancient Greece , do n't miss these new productions of the tragedies of Sophocles -- `` Oedipus the King , '' `` Oedipus at Colonus '' and `` Antigone . ''",12,0
flight,miss,"Although his colleagues were n't eager to satisfy him , they were even less eager to miss their flights home and a weekend of campaigning .",16,0
show,miss,"Regular fans of this long-lived TV news magazine will not want to miss its 10th anniversary retrospective show , featuring excerpts from Barbara Walters 's interviews with Richard Nixon , Edwin Meese and James Brady ; reports on AIDS and Agent Orange ; and profiles of Barbra Streisand , Katharine Hepburn and Andrew Lloyd Webber .",14,0
indicator,miss,"As for the sabotage argument , Mr. Kalelkar said that , on the morning following the disaster , an `` instrument supervisor '' found that a pressure indicator was missing from the methyl isocyanate tank .",30,0
payment,miss,"If the New Orleans Public Service unit misses payment of four consecutive dividends , preferred holders could take control of the company .",7,0
camp,miss,Since then Mr. McCrea has bounced an all-state candidate off the team for a year for missing his summer basketball camp .,18,0
shot,miss,But he missed the shot .,2,0
childhood,escape,Some are trying to escape childhoods troubled by missing fathers or drug-addicted mothers .,4,0
rigor,miss,"Even so , Mr. Babbitt wo n't miss the rigors of the road .",7,0
beginning,miss,Notes and diaries suggest Mr. Bush may have missed the beginning of that session .,8,0
work,miss,`` The record contains affidavits from several former employees who were given severance benefits in spite of the fact that they did not miss any work . '',24,0
message,miss,Few Poles missed that message in his tributes to their leader .,2,0
point,miss,"Short sellers `` have missed some points '' about CopyTele , says Mr. Maxwell , who bought the stock at 9 3 4 .",5,0
painting,miss,"Among the monographic presentations , one ought not to miss Jacobo Borges 's virtuosic and highly charged paintings at the Venezuelan pavilion and Janez Bernik 's powerfully expressionistic paintings at the Yugoslavian pavilion .",9,0
camp,miss,"`` I miss my camp , my camels , my cheese , '' he says wistfully .",3,0
book,miss,"If crazed publications are up your alley , you wo n't want to miss Confused Pet Monthly , Australasian Survivor , or Rotten Island -- `` a children 's book about a land where everything is as bad as it possibly could be . ''",13,0
book,miss,"If such eccentric beguilement appeals to you , do n't miss this book .",10,0
hint,miss,"You ca n't miss the hints of `` Rheingold '' and `` Siegfried , '' nor the occasional overblown welling up of massed orchestral sound .",3,0
payment,miss,"In nearby Henderson , Roger Ellis wakes up in the middle of the night because his Dallas-owned bank , which once promised him an endless supply of credit , is demanding that he pay off his construction company 's note even though he has never missed a payment .",47,0
crag,pass,Wotan and Brunnhilde thus met on passing crags in the night for a final passionate embrace .,6,0
noir,plant,"But David Lett was a visionary , and in 1966 he planted pinot noir in the red hills near Dundee .",11,0
half,plant,"After the close of trading , however , a National Weather Service official said the heaviest rains and strongest winds are expected today only in southwest Louisiana , where almost half of the state 's soybeans are planted .",37,0
acre,plant,"Mr. Hane , the Fort Motte farmer , planted only 250 acres in soybeans this spring , just one-third as much as six years ago .",8,0
acreage,plant,"Because of sharp drops in grain stockpiles , the department is likely to allow farmers to plant more acreage next year .",16,0
pine,plant,"The South 's overall softwood growth of 5.7 billion cubic feet annually could be increased by 2.1 billion cubic feet by planting pine on 22 million acres of marginal crop land and pasture , the study says .",21,0
grass,plant,"The action began a few months ago when Fred Carr , First Executive 's chairman , moved to spruce up the lot by planting some grass .",23,0
soybean,plant,"Also , many farmers have planted soybeans amid their ruined wheat crop , possibly bolstering production .",5,0
melon,plant,"The moshav did n't plant melons this winter , opting instead for crops such as cotton and wheat that can be harvested by machine .",4,0
third,plant,"One million of the acres were already in soil-saving grasses or trees when put into the reserve , and roughly a third of the cropland now idled was previously planted in crops that were not defined by the Agriculture Department as surplus -- meaning a dead loss for consumers and the U.S. economy .",31,0
many,believe,Many had believed that the heavier-than-expected weekend rains would dampen for at least several days a rally that has been based primarily on conjecture that the newly planted corn and soybean crops were too dry to start growing .,2,0
acre,plant,"Durum wheat farmers expect to plant 3.7 million acres , up 12 % from last year , while spring wheat plantings are expected to total 12.8 million acres , down 7 % .",5,0
tree,plant,"`` The new irrigation tunnel has allowed us to plant 6 , 000 willow trees and 600 apple trees and to earn money for the education of our children , '' she says , tears welling in her eyes .",10,0
acre,plant,"On Friday , an analyst at another major commodity firm said he expects no more than 60 million acres to be planted to soybeans .",21,0
top,stick,"The first jury , which included two Japanese , quickly tossed out a statue of a French flag topped by the red ball from the Japanese flag , a statue of the bottom part of a man 's head with a bunch of ladders sticking out the top , a mammoth mechanical lotus flower , scores of giant TV screens , and dozens of assorted towers , including one with gardens planted in a spiral up the middle .",44,0
tree,plant,"They sell their fruit , save the money , and borrow against it to plant more trees .",14,0
acre,plant,"Farmers in Kansas , the No. 1 wheat-producing state , planted 10.2 million acres , the smallest since 1971 .",13,0
chokecherry,plant,"Among other steps such as planting chokecherries to restore riparian habitat and carrying out water projects to protect the preserve 's wetlands , the managers of this privately owned preserve create fires .",5,0
capacity,plant,"But the closer to plant capacity the economy is operating , the faster low unemployment pushes up costs and prices .",4,0
tree,plant,Russians planted the first trees in 1805 near the eastern Aleutian village of Unalaska ; a few survive and enjoy National Historic Landmark status .,1,0
lance,plant,"Few things give him more satisfaction now , it seems , than the hundreds of roses , fruit trees and berry bushes the 57-year-old Mr. Lance and a grandson have planted together .",34,0
soybean,plant,The downturn quickly steamrolled on conjecture that the big rise in soybean futures prices in the past two weeks might motivate some farmers to plant more soybeans .,24,0
piece,play,Publisher Thomas Valentino complains BMI paid him just $ 12 when a piece he handled was played on the nationally syndicated program `` Lifestyles of the Rich and Famous . '',16,0
girl,play,"`` Just girls play with Barbie dolls and just boys play with GI Joe , '' she complains .",4,0
harp,play,Karen Stern has played the harp surrounded by ice sculptures at a restaurant and as part of the display for a three-foot-high cake at a pastry competition .,3,0
home,knock,"Morally repugnant and economically absurd , the scheme would knock over homes and churches , plow up cemeteries and herd the residents into `` urban agro-industrial complexes . ''",9,0
crop,plant,But sometimes there is a loosening of former rigidities: The communists once declared golf a capitalist evil and plowed up courses to plant crops .,23,0
afoot,plow,"He plowed afoot behind a mule , picked cotton and hoed peanuts .",1,0
farmer,plow,"The speculation centers on whether some farmers would plow under their wheat crop , some of which is nearing harvest , to make the switch in time to grow soybeans , said Richard Loewy , senior grain and oilseed analyst at Prudential-Bache Securities Inc . , New York .",8,0
gasoline,pour,They poured gasoline over the pile and set it on fire .,1,0
molasse,pour,"When Mr. Corbett poured molasses on Chief 's feed to make it more appealing , the bored hog merely licked off the syrup .",3,0
drop,touch,"At state dinners , the president pours wine for his guests , but in adherence to Islam never touches a drop himself .",18,0
glass,pour,"`` Do you know what democracy means ? '' he says , pouring a glass of my Orangina .",13,0
cognac,pour,Custom demands that cognac be poured from a freshly opened bottle .,5,0
glass,pour,"At the Pavilion , Mr. Worthington pours a last glass .",6,0
lot,pour,"As we watch everybody eat -- Dan pouring rather a lot of salt on his chicken salad and from the looks of it , running out of banter -- a local pollster makes conversation with the press .",7,0
problem,pump,The leak and pump problems developed Friday soon after technicians began pouring more than half a million gallons of liquid hydrogen and liquid oxygen propellant into the spaceship 's external fuel tank on Launch Pad 39B .,3,0
barrel,pump,"Britain 's North Sea section pumps about 2.5 million barrels of oil a day , while the Norwegian section pumps about 1.2 million barrels a day .",5,0
gas,pump,"The company has been pumping gas in Houston for more than 25 years , but is classified in the area as a non-major , with a market share of just 2.6 % , according to Whitney Leigh .",4,0
company,disclose,"The oil company disclosed earlier yesterday that last week 's fire had damaged a pumping station and conduits , inhibiting the flow of gasoline product into the Colonial Pipeline .",3,0
scientist,disagree,"Scientists disagree , however , as to whether the heart 's pumping power is a true predictor of survival .",1,0
principle,grasp,"A score of 200 indicates an ability to grasp simple scientific principles , such as the heart 's main function is to pump blood , or the moon glows because of reflected light from the sun .",8,0
institute,plan,"A prepared statement from Dr. Lenfant 's office , read by an institute spokesman , said the institute plans to refocus its resources on the smaller , `` simple and reliable '' left ventricular assist devices -- half-heart pumps that may be implanted in tandem with the real heart to boost the power of its main pumping chamber .",18,0
gallstone,dissolve,"The solvent , methyl tert-butyl ether , has been known for some time to dissolve gallstones but has n't been widely used because it had to be pumped into the gallbladder by a hand syringe for several hours while the patient was under general anesthesia .",16,0
gas,pump,Recovery efforts off the coast of Florida had been delayed while the workers pumped toxic gases from the 30-year-old vessel .,13,0
arm,pump,"They pump their arms and wiggle their hips vigorously , producing a motion that Red Smith once likened to that of earthworms out after a thunderstorm .",1,0
test,cancel,"In addition , Mr. Sieck said , NASA would cancel the test if it rained , on the off chance that the firing could be hit by lightning .",9,0
inch,rain,"`` If it rains three inches , we 'd go down 30 cents , '' said Mickey Luth , a soybean analyst at Shearson Lehman Hutton , Chicago .",4,0
rally,touch,"The dual rallies were touched off by falling commodity prices , which came in reaction to rain in the parched Farm Belt .",4,0
official,rest,"But while contacts between the two sides continued , no talks occurred over the weekend , as senior officials of both groups rested after two weeks of grueling work .",22,0
monastery,restore,"Spain has begun restoring the Seville monastery where Christopher Columbus rested between sailings , and where he lay buried for a quarter century after he died , as part of an $ 800 million extravaganza to commemorate his discovery of America .",3,0
leg,rest,"`` Look at all the suffering Unita has caused , '' says Espirito , resting his one leg on a bar stool .",15,0
finger,rest,A typist 's fingers rest in indentations ; moving a finger within an indentation `` types '' a character .,4,0
head,rest,And she recalls Joshua 's reaction to his first week of first grade: `` They do n't give us enough time to rest our heads and our hands . '',24,0
holdout,ride,"But some holdouts still ride into the arena sporting soft white Stetsons , which provide scant protection against opponents wielding 60-inch fiberglass mallets with hard rubber heads .",4,0
beam,ride,"`` At last insane , at last at peace '' -- these are the thoughts a woman riding a bicycle beams up to the angels .",18,0
donkey,ride,"Mohammed Abu-Helal , a West Bank farmer , used to ride his donkey across the river on Fridays to attend an east-bank mosque .",12,0
elephant,ride,This might include such cream-puff outings as hiking in the Alps or riding elephants in Thailand .,14,0
train,ride,"`` We were contacted by people who smoke our products and ride these trains , '' he added .",12,0
bicycle,ride,"Lots of people ride bicycles , joggers are out in fair numbers , and the last time I passed a tennis complex , all the courts were full .",3,0
bike,ride,"Twelve-year-old Peter Reaves of Pittsburgh treasures `` his free time to ride his bike , play ball and just hangout , '' says his mother Debby .",16,0
subway,ride,"Soon after Mr. McCarthy saw society bandleader Peter Duchin on a train , W declared that riding the subways is `` in . ''",16,0
boy,ride,"In `` Elephant , '' the suffocating burden of adult responsibility gives way to a moment 's memory of childhood joy when a boy could ride carefree on his father 's shoulders .",26,0
jeep,roll,Among Mr. Huffstutler 's prospective clients were attorneys suing American Motors in cases where Jeeps had rolled over .,16,0
bus,roll,"Still , the buses roll on .",4,0
wave,roll,"When the TV cameramen motion for him to run closer to the water , Sen. Gore readily complies , the waves rolling up to his feet .",21,0
nose,wrinkle,"For only $ 4.95 , it advises me to wrinkle up my nose , pucker my lips , grit my teeth -LRB- but not too tightly -RRB- , smile for a while , open my mouth wide , drop my jaw and roll my eyes around to relax .",9,0
eye,roll,Their eyes roll back into their heads . '',2,0
line,roll,"The last Volkswagen made in North America has rolled off the assembly line , but it is n't for sale .",8,0
information,withhold,The suit also charges that Suzuki fraudulently withheld information about alleged design defects that give the Samurai a propensity to roll over in certain abrupt maneuvers .,7,0
press,roll,"For a time , the OSHA news releases rolled off the presses with regularity .",8,0
line,roll,"The last B-1B , the warplane built for the Air Force by Rockwell International Corp . , rolled off the production line last week .",17,0
motorcycle,roll,"Two motorcycles , nine cars and vans , and two buses are rolling resolutely to the next stop , the Regency Shopping Mall next door to a muffler shop -- and , please , we already thought of the `` Midasize him ! `` line .",12,0
dice,roll,`` But who 's going to roll the dice ? '',7,0
sleeve,roll,"`` Jeez , '' you can just hear Joe Exec sighing , his shirt-sleeves rolled up , his arms buried deep in the trash , `` there must be something in here we can salvage . ''",17,0
camera,roll,"Last fall , on the eve of his Twins 's World Series victory , the slightly stooped banker shed his white dress shirt on a downtown Minneapolis street as TV cameras rolled , to settle a bet .",31,0
tank,roll,"If Warsaw Pact tanks ever roll into Western Europe , the French have a simple plan for dealing with them .",5,0
migrant,sleep,"As a consequence , many migrants in the Midwest are sleeping in emergency shelters or tents .",10,0
hour,sleep,"That is , they taught me how to get up in the morning when I wanted to sleep another few hours .",17,0
pill,sleep,"One broker , whose business failed after the crash , began abusing drugs -- mainly sleeping pills -- and contemplated divorce and suicide , says Mari Terzaghi , a clinical psychologist who treats many Wall Street professionals .",15,0
camel,sleep,"Their camels sleep tied to nearby posts , under blankets on a raked spit of sand .",2,0
third,sleep,Almost one-third of the heavy smokers sleep less than six hours .,8,0
sand,smooth,"While Abideen reminisces , Abegi 's son smooths the sand to make a table and serves the simple , traditional meal that is all their hard life affords: a flat cake of mixed grains and a drink made of crumbled goat cheese , crushed dates and water .",7,0
consistency,smooth,"But however microscopically small the particle size and smooth the consistency , this product is still 100 % egg white or milk protein .",8,0
skin,smooth,"Last month , a report in the Journal of the American Medical Association suggested that Johnson & Johnson 's potent prescription cream , long used to treat teen-age acne , could help smooth sun-aged skin .",34,0
bumps,step,"Mr. Bumps steps down and , with a colleague , resumes building the wall the old-fashioned way -- no mortar , no cement , nothing to hold the stones together except the stones themselves .",2,0
system,planning,"Those progressive cities now building or planning transit systems for the next century are not viewing the scene from an ivory tower but realize , in a practical sense , that better transit is vital not only for the millions of Americans who currently step onto a transit bus or train over 8.3 billion times each year , but also to their future citizens as well .",6,0
developer,step,"When meetings are winding down , one software developer sometimes steps into the hall and tells his driver to be ready to pick him up .",10,0
door,step,"`` It 's no scarier than stepping out my door at home , '' says Davoru Sperling , a Torah student from the West Bank .",7,0
driver,step,Evidence in the New Jersey trial showed the driver had stepped on both pedals .,10,0
ferry,stick,"Charles Maikish , the Port Authority 's director of ferry transportation , recalls that , to boost support for the tunnel , one government agency had produced a film showing Hudson River ferries stuck in ice , lost in fog and delayed by river traffic .",33,0
piece,stick,"To use the $ 20 test , dentists stick pieces of paper between the patient 's teeth and gums , then send the paper to BioTechnica for analysis .",8,0
head,stick,Another ad for a toilet-bowl cleaner is shot from inside the toilet so you can watch a wife urge her husband to stick his head inside the bowl to see how clean she got it .,24,0
ball,stick,"He tried again , and his next ball stuck firmly in the net twine for an unlikely -- and maybe unprecedented -- double fault .",8,0
particle,strike,"Donald Kessler , a project scientist at NASA 's Johnson Space Center , told an international conference on space pollution that a particle could strike and damage a spacecraft .",24,0
target,strike,"In addition , the eight-warhead missiles carry guidance systems allowing them to strike Soviet targets precisely .",14,0
ground,strike,"The study notes that some machines weigh half a ton when fully loaded and can strike the ground with a force of almost 1 , 000 pounds .",15,0
coin,strike,"But they did say the coins would be struck in four sizes: one ounce , one-half ounce , one-quarter ounce and one-tenth of an ounce .",8,0
center,strike,"The company said in mid-June that about 2 , 000 workers were striking six distribution centers in a dispute over wages and benefits .",14,0
worker,strike,Leaders of six unions representing GM 's U.K. manual and salaried workers recommended earlier this month that workers strike from Monday after talks with the company over improvements in pensions broke down .,18,0
target,strike,"It has become popular for West German conservatives , for example , to argue that the treaty strategically `` singularizes '' their country by virtue of the fact that after INF reductions , shorter-range Soviet missiles in East Germany will still be able to strike targets in West Germany .",47,0
chime,strike,"Gently rocking them swings the hammers , which sway back and forth like the tongues of bells to strike the chimes .",18,0
area,strike,ORANGE JUICE: Prices declined for the second consecutive day as fears of frost striking Florida 's citrus-growing area were further abated .,14,0
company,strike,"They were n't surprised that B.A.T wanted to continue its push into financial services , or that the big British company would strike while the U.S. dollar is depressed .",22,0
snowstorm,strike,"A heavy snowstorm struck the South , snarling travel and closing schools as a record cold wave continued in the Midwest and East .",3,0
ball,strike,"Pitching a baseball , it was agreed , is akin to striking a golf ball in that it is a complex act that only looks simple .",11,0
that,describe,"For finishes , there 's his best shot , a roundhouse forehand that is better described as being launched than struck .",15,0
lightning,strike,Lightning seldom strikes twice in the same spot .,2,0
wreck,stumble,"Every morning he stumbles into work still a wreck from the drugs and booze of the night before , clearly contemptuous of the drudgery set before him .",3,0
trovatore,stumble,"By the time `` Trovatore '' stumbled in for the last time two weeks ago , only the Heimlich maneuver could have helped Franco Bonanome get through `` Di quella pira '' ; an old buzz saw , Fiorenza Cossotto , was rasping away at the gypsy 's music ; and Leona Mitchell drifted from pillar to pillar and all too often from the score .",7,0
bomber,target,Col. North again proposed luring Col. Gadhafi to a spot where bombers could target him .,15,0
explosion,touch,The failure of a rocket joint touched off the January 1986 explosion that killed the seven Challenger astronauts .,6,0
water,touch,"This version stated that `` the other two men in the plane died , probably before Lt. Bush touched the water . ''",20,0
circuit,touch,"But a mechanic ca n't see or touch a short circuit in a microprocessor , says J.S. Kiple , manager of technical training for Chrysler 's service and parts operations .",7,0
cheek,touch,"`` People in Washington touch cheek-to-cheek quite often , '' says Effi Barry , wife of the city 's mayor , Marion Barry Jr .",5,0
label,touch,"While Graphic Technology 's labels must be touched by the hand-held computer , Telepanel 's labels need n't be .",7,0
firefight,touch,"The U.S. military stood by its claims that intruders entered a fuel-storage area at a military base in Panama , touching off a two-hour firefight Tuesday night , but said it has uncovered no evidence so far to support the story .",22,0
radio,touch,"But the burglar did n't touch her coat , car stereo or Walkman radio .",5,0
witch,touch,"For the superstitious , Ms. Frese explains , it 's supposed to ward off evil: Legend holds that witches ca n't touch it and survive .",22,0
man,dance,"Even when men and women dance together , they never touch .",5,0
wheel,touch,"If one of the wheels comes off the chariot and the center wheel must touch down , the nation will see a man to the left of Walter Mondale , far to the left of Jimmy Carter , and not too far to the right of George McGovern .",14,0
ground,touch,"A player could n't let the knees touch the ground , for two reasons -- one a matter of protocol , the other practical .",7,0
button,touch,"To find out the time , a user simply touches a button and the screen displays the time and date .",9,0
liquor,touch,"Of course , none or only some of the rules apply to Utah 's private clubs -LRB- open to out-of-towners at a $ 5 fee -RRB- and beer bars , which sell setups and uncork wine but ca n't touch the liquor that you are free to bring in .",43,0
poison,vaporize,"The poison , mostly vaporized in the heat , pushed past a relief valve , through the pipelines and out the vent tower .",4,0
tree,wither,"In 1962 , when a fierce drought withered even the thorn trees , he sold his emaciated camels and moved , along with many others , to Tamanrasset .",7,0
crop,wither,"The drought that has withered crops in many states is tragic for farmers , but is unlikely to cause acute problems for the nation 's economy .",4,0
crop,wither,Economists ' food-inflation forecasts have been heating up as crops wither in the Midwest .,12,0
wave,absorb,"This time , the ground absorbed the shock waves enough to transfer her images to the metal in bas-relief .",5,0
worker,assault,"Among the tantrums he admits: heaving a faulty phone across the control room , kicking in a TV screen to force NBC to buy a new one , and assaulting construction workers who were too noisy during taping .",30,0
camp,attack,"An Agence France Press dispatch on August 8 reported that an Afghan air force plane was shot down by a Pakistani F-16 while attacking Afghan refugee camps 30 kilometers inside Pakistan territory , near Miram Shah .",23,0
smuggling,attack,"They point out that three members of Abu Nidal 's organization are in jail in Greece on separate charges of attacking a synagogue in Rome , weapons smuggling , plotting to assassinate the Jordanian charge d'affairs in Greece , and possessing weapons in prison .",20,0
tanker,attack,"Iranian gunboats attacked an Indian tanker in the Persian Gulf , setting the vessel ablaze and wounding at least one crew member , gulf-based shipping executives reported .",2,0
soviets,attack,"As the recent Ikle-Wohlstetter report , `` Discriminate Deterrence '' -LRB- the source of the nearby maps -RRB- , to President Reagan makes clear , it 's far more likely that the Soviets would attack first on the more vulnerable fringes of the alliance , perhaps in the Persian Gulf or Norway .",37,0
hotel,besiege,"When radicals besieged his hotel while he was visiting Seoul last week , he promised them he would make yet another effort to play up to North Korea -- by renewing the offer to let the North host several Olympic events .",2,0
reaction,cool,Heavy water is used to control and cool the reaction of small research reactors .,7,0
beer,flow,Beer flowed from big pitchers as a cooling obbligato to the hot sounds .,1,0
pig,dance,"They were greeted by dancing pigs , flying pigs and several hundred thousand people pigging out .",4,0
danny,dance,"When Danny dances with Helen , who is dubious about the whole enterprise , he tells her that it 's all a surprise for her , it 's her Valentine 's Day card .",2,0
deux,dance,"In the third `` mansion , '' the lascivious emperor , Diocletian -LRB- Patrick Dupond -RRB- , dances a pas de deux with the youth and then repeats it , almost step for step , with the queen .",18,0
missile,destroy,"Israel has agreed to develop an interceptor missile for the U.S. that would destroy short-range ground-to-ground missiles , state-owned Israel Aircraft Industries said .",13,0
well,destroy,"`` What the U.S. should do , rather than destroying those oil wells , is capture them as prizes of war and turn their production over for the benefit of the U.S. and its other allies in the gulf , '' he said .",10,0
document,destroy,He testified that he was ordered by the Robins former general counsel in 1975 to destroy sensitive documents about the Dalkon Shield .,15,0
civilian,die,"Civilians die , and the population turns against the mujahedeen .",1,0
gallstone,dissolve,"But some physicians questioned the effectiveness of the drug , designed to dissolve gallstones , and how widely it might be used .",12,0
floor,drag,"The pipe , dragging the sea floor 500 feet below , hit a coral boulder eight feet in diameter and sprang a leak .",3,0
bottle,drag,"The Finn thought about it , and then reluctantly dragged a bottle of vodka from his coat and kissed it and dropped it over the side .",9,0
beer,drink,"It happens every year , says Dusty Saunders of the Rocky Mountain News , in Denver: Reporters put in long and weary days on the tour only to have their editors spot them drinking beer with a starlet on TV .",34,0
champagne,drink,"He retreats into jolly descriptions of a few days spent behind the front lines in French villages and ruined chateaux teeming with wild flowers ; he records his progress from naive snob to combat veteran horsing around , playing cricket , drinking champagne and port , and thinking of his servant as his `` most valuable possession . ''",41,0
breakfast,eat,Paulina and the old man go out to the laundry shed to eat their breakfasts .,12,0
prison,escape,"On Friday , another leader of the failed mutiny against President Aquino 's government escaped prison .",14,0
system,examine,"First , they should examine their systems , especially personal computers , research computers and other end-user systems that operate outside conventional data processing departments , to make sure that only authorized programs can be used and that only authorized people can use the machines either directly or remotely .",4,0
home,examine,"A New York radio real-estate adviser has been touting Camden 's proximity to Philadelphia , and a busload of speculators drove through the city recently to examine homes .",28,0
member,examine,"In Kindred 1002 alone , the scientists have examined 350 members .",8,0
position,fill,"Allen J. Krowe , 56 years old , leaves his job as executive vice president and a director of IBM to fill the positions at Texaco currently held by Richard G. Brinkman , who at 61 , will retire early .",21,0
bottle,fill,"`` They say it 's demeaning to the steer , but how would they know that ? '' asks Mr. Souther , who compares it to `` wild-cow milking '' -- an event in which one person tries to calm a wild cow while another tries to fill up a Coke bottle with wild-cow milk .",51,0
oasis,flourish,"The reservoir , used mostly for agriculture , is the source of the artesian wells that allowed oases to flourish along the coast for hundreds of years .",19,0
body,fly,The body of al-Wazir was flown to Damascus for burial today .,7,0
child,grab,"When she hears that prisoners sometimes carve their names into logs that float downriver , she grabs her child and runs with her to the river .",16,0
hole,kick,"Meetings degenerated into shouting matches ; after one , a copywriter kicked a hole in a wall .",11,0
